"Probe ID","Expression Value"
"1562693_at",3.657785054
"1562694_at",3.396866569
"1562695_at",5.233954423
"1562696_at",3.008606504
"1562697_at",5.636855127
"1562698_x_at",5.819812386
"1562699_at",2.92487586
"1562701_at",5.132598779
"1562703_at",4.50798243
"1562710_at",3.348842617
"1562712_at",4.06489022
"1562713_a_at",4.067064626
"1562715_at",3.005644537
"1562716_at",3.785511696
"1562717_at",3.972875317
"1562718_at",3.816701426
"1562719_at",3.776642962
"1562720_at",3.228054363
"1562722_at",3.751053148
"1562723_at",5.163112432
"1562724_at",4.225571098
"1562727_at",3.048355996
"1562728_at",5.295954009
"1562729_at",5.148313346
"1562730_a_at",4.581449207
"1562731_s_at",5.076439242
"1562732_at",3.204219793
"1562733_at",4.9753349
"1562736_at",2.848791767
"1562737_at",3.113973991
"1562738_a_at",3.532755309
"1562739_at",4.163252925
"1562740_at",3.772973046
"1562741_at",3.160816879
"1562742_at",3.345430491
"1562743_at",4.959191602
"1562745_at",5.219266324
"1562747_at",3.279080843
"1562748_at",3.933843632
"1562749_at",5.792066919
"1562750_at",3.007231249
"1562751_at",4.362576187
"1562752_at",3.454127436
"1562753_at",5.036646601
"1562754_at",3.776693176
"1562755_at",3.925891513
"1562759_at",3.804943762
"1562760_at",5.270374921
"1562761_at",3.915754168
"1562762_at",3.084214518
"1562764_at",3.884597761
"1562765_at",4.38617431
"1562766_at",3.086944263
"1562770_at",4.717547591
"1562771_at",4.853991368
"1562772_a_at",5.10742747
"1562775_at",3.425565567
"1562776_at",4.851778178
"1562777_at",3.011520799
"1562778_at",5.257215257
"1562780_at",2.96090846
"1562783_at",4.386214364
"1562785_at",3.873046759
"1562786_at",3.320023725
"1562787_at",3.110951074
"1562788_at",5.059769553
"1562789_at",4.206974282
"1562790_at",3.21026077
"1562791_at",3.280717748
"1562792_at",4.063419107
"1562793_at",3.229792454
"1562794_at",3.92862307
"1562797_at",4.542846816
"1562799_at",5.398528252
"1562800_at",3.105336808
"1562801_at",4.903404597
"1562802_at",2.973660569
"1562803_at",3.160073445
"1562805_at",3.52300185
"1562810_at",4.070970505
"1562811_at",3.251470724
"1562812_at",4.127481121
"1562815_at",4.793330551
"1562817_at",3.947422726
"1562818_at",4.641682727
"1562820_at",2.77433379
"1562821_a_at",3.660198639
"1562822_at",3.544840309
"1562823_at",2.866424995
"1562825_at",3.922520276
"1562826_at",5.081553743
"1562827_at",3.951910084
"1562828_at",4.928363643
"1562829_at",3.607945035
"1562830_at",3.569256894
"1562831_a_at",4.128925653
"1562832_at",3.99923441
"1562834_at",3.923516885
"1562835_at",3.741190013
"1562836_at",5.917628342
"1562839_at",3.250287771
"1562841_at",4.491656898
"1562844_at",5.171432975
"1562845_at",4.167960581
"1562847_at",3.764215408
"1562848_at",5.008270869
"1562849_at",6.103602385
"1562850_at",3.005644537
"1562852_at",5.768981038
"1562853_x_at",5.249829415
"1562854_at",3.044972765
"1562856_at",3.199151
"1562857_at",3.312665567
"1562860_at",3.068277355
"1562861_at",5.267949973
"1562862_at",4.197083853
"1562863_at",4.421247777
"1562864_at",3.533253289
"1562865_at",4.119410818
"1562866_at",2.978658594
"1562869_at",6.569033301
"1562870_at",3.189946145
"1562871_at",3.899726465
"1562873_at",3.835916711
"1562876_s_at",2.730771399
"1562878_at",3.738660453
"1562879_at",3.470951528
"1562880_at",2.861206945
"1562885_at",5.016598286
"1562886_at",2.861264519
"1562888_at",4.555272634
"1562890_at",5.240659139
"1562891_at",3.258051462
"1562892_at",4.515231215
"1562893_at",3.391474596
"1562894_at",3.746547573
"1562895_at",3.597175967
"1562896_at",6.950234681
"1562898_at",3.447508153
"1562899_at",4.624576573
"1562901_at",3.510650102
"1562902_at",2.903553883
"1562903_at",3.476778802
"1562904_s_at",4.22326393
"1562905_at",3.868906479
"1562906_at",4.346050673
"1562907_at",3.551887196
"1562908_at",3.112035298
"1562909_at",3.834658317
"1562910_at",5.163009767
"1562914_a_at",4.6922493
"1562915_at",5.0154304
"1562916_at",2.836860168
"1562918_at",3.163509214
"1562919_at",3.455302175
"1562920_at",3.89063999
"1562921_at",3.8793298
"1562922_at",3.505642356
"1562923_at",3.210567027
"1562924_at",4.517400356
"1562925_at",3.914468827
"1562926_at",3.948432131
"1562927_at",3.16872731
"1562928_at",3.873046759
"1562930_at",4.878464799
"1562932_at",3.352677998
"1562933_at",3.344796244
"1562934_at",3.229527959
"1562935_at",4.375969535
"1562937_at",4.573764882
"1562938_at",3.896077965
"1562939_at",4.172314301
"1562940_at",4.984507526
"1562941_at",3.862143518
"1562942_at",3.895866301
"1562943_at",3.534006321
"1562944_at",4.457340073
"1562945_at",3.919189152
"1562946_at",4.548710125
"1562947_x_at",4.232436142
"1562948_at",5.185304196
"1562949_at",3.048553404
"1562950_at",4.171744959
"1562953_s_at",6.879472802
"1562955_at",4.522089924
"1562957_at",3.649899049
"1562960_at",4.030109695
"1562961_at",3.760511766
"1562962_at",4.358955368
"1562965_at",3.419458895
"1562966_at",5.30670955
"1562969_at",3.486001353
"1562970_at",3.810916545
"1562972_at",4.074358899
"1562973_at",3.168197432
"1562974_at",4.56073882
"1562976_at",3.607945035
"1562979_at",6.133055117
"1562981_at",5.493565157
"1562982_at",3.128523695
"1562983_at",3.740393363
"1562984_at",3.861276802
"1562988_at",3.674165032
"1562989_at",3.873046759
"1562990_at",2.813961743
"1562991_at",2.742330113
"1562992_at",2.838144858
"1562996_at",3.527288711
"1562997_a_at",2.851557841
"1562998_at",2.850556389
"1562999_x_at",2.773046555
"1563000_at",2.78601128
"1563001_at",2.882910697
"1563002_at",3.245616466
"1563003_at",4.925962152
"1563005_at",5.643134264
"1563007_at",3.342741961
"1563008_at",3.78700131
"1563009_at",4.757971908
"1563010_at",7.059342932
"1563012_x_at",2.950370438
"1563013_at",3.623639455
"1563014_at",4.078669061
"1563015_at",3.413865559
"1563016_at",3.143074458
"1563018_at",3.782273818
"1563019_at",4.273680428
"1563022_at",4.763605734
"1563023_at",3.412908226
"1563026_at",3.039589597
"1563027_at",3.698477484
"1563030_at",6.378223814
"1563031_at",4.197647897
"1563032_at",2.976822772
"1563033_x_at",3.055189756
"1563034_at",6.043138979
"1563035_x_at",5.434831973
"1563036_at",4.794223342
"1563038_at",3.086944263
"1563039_at",3.182023293
"1563040_s_at",2.885466294
"1563042_at",4.091926463
"1563043_at",3.730853018
"1563044_at",3.70887244
"1563045_at",4.756095092
"1563048_at",5.771984589
"1563051_at",3.856466015
"1563052_at",3.034902956
"1563053_at",3.472402158
"1563054_at",3.137904968
"1563055_at",2.867973687
"1563057_at",3.335520307
"1563059_at",3.528681662
"1563061_at",2.852699669
"1563062_at",3.736392339
"1563063_at",3.833022353
"1563064_at",4.038271017
"1563065_at",4.204235491
"1563068_at",3.827480588
"1563069_at",5.227175598
"1563070_at",3.709682059
"1563071_at",4.745239226
"1563072_at",2.881760939
"1563073_at",4.094468874
"1563074_at",5.690780068
"1563075_s_at",5.543900185
"1563076_x_at",3.700354041
"1563077_at",4.802088178
"1563078_at",3.979858835
"1563079_at",4.807539855
"1563080_at",3.929794245
"1563081_at",4.704326326
"1563082_at",3.357507159
"1563083_s_at",2.742330113
"1563085_at",3.712283249
"1563086_at",5.256386357
"1563087_at",3.103928327
"1563088_a_at",4.04407092
"1563089_at",4.641236021
"1563090_at",5.430156628
"1563091_at",3.387550856
"1563092_at",3.674482337
"1563097_at",2.839708723
"1563098_at",3.95499898
"1563099_at",3.219231436
"1563101_at",3.133451179
"1563102_at",3.423113074
"1563103_at",3.432281843
"1563104_at",7.501804235
"1563105_at",5.372216095
"1563106_at",4.749139611
"1563107_at",3.511689596
"1563108_at",5.165147072
"1563109_at",4.598868113
"1563110_at",3.300411256
"1563111_a_at",7.210405026
"1563112_at",3.438665048
"1563113_at",3.389678362
"1563114_at",3.723007545
"1563115_at",3.338203417
"1563116_at",3.114576428
"1563117_at",3.786943084
"1563118_at",3.89610014
"1563119_at",4.066964088
"1563120_at",3.576767082
"1563121_at",4.018643299
"1563127_at",3.820079361
"1563128_at",3.395232956
"1563129_at",3.252514582
"1563130_a_at",4.363336818
"1563131_at",5.174428555
"1563132_at",3.803181711
"1563133_at",3.180625089
"1563135_at",2.983024584
"1563136_at",3.691187243
"1563137_at",4.088121966
"1563138_at",4.552517972
"1563139_at",3.539354067
"1563142_at",5.026589326
"1563143_at",3.839260358
"1563145_at",3.455751402
"1563147_at",3.913019113
"1563149_at",3.070032171
"1563154_at",3.75361971
"1563157_at",3.648345763
"1563160_at",3.660198639
"1563162_at",3.226414059
"1563165_at",3.693389446
"1563166_at",3.828698316
"1563168_at",3.996645719
"1563169_at",3.473341204
"1563170_at",3.44339983
"1563171_at",4.110871984
"1563173_at",3.660198639
"1563174_at",3.250464478
"1563178_at",4.725638356
"1563179_at",3.171602575
"1563181_a_at",5.250309734
"1563182_at",3.34468558
"1563185_at",3.035781129
"1563186_at",2.813961743
"1563187_at",3.159479072
"1563188_at",3.090957251
"1563189_at",3.351449926
"1563190_at",3.469033377
"1563203_at",2.954778174
"1563204_at",5.359539358
"1563207_at",3.256040095
"1563208_s_at",3.849741226
"1563209_a_at",5.177019102
"1563210_at",4.170822688
"1563217_at",3.772026726
"1563219_at",3.366838503
"1563221_at",2.966653497
"1563222_at",4.631812797
"1563223_a_at",3.299759956
"1563224_at",4.24004189
"1563225_a_at",4.84249055
"1563226_at",5.307848729
"1563228_x_at",5.252902092
"1563229_at",3.778503225
"1563235_at",4.765576606
"1563241_at",3.102601041
"1563243_at",6.38148406
"1563244_at",4.09042548
"1563245_at",3.476455628
"1563246_at",3.201315657
"1563247_at",4.214586718
"1563250_at",5.59822807
"1563252_at",4.965503312
"1563253_s_at",6.009349376
"1563254_a_at",3.017196965
"1563255_at",4.235266764
"1563259_at",4.996848186
"1563260_at",3.150530871
"1563263_at",3.44449465
"1563265_at",3.405875487
"1563271_at",3.933720802
"1563272_at",4.589927208
"1563273_at",5.545083455
"1563274_at",4.876394062
"1563277_at",3.357507159
"1563279_at",3.177161891
"1563283_at",4.194349057
"1563287_at",4.094468874
"1563290_at",4.767219186
"1563295_at",4.845886252
"1563296_at",3.786955813
"1563297_s_at",3.220946898
"1563298_at",3.340312022
"1563299_at",2.907587893
"1563300_at",4.622952392
"1563302_at",6.301647324
"1563303_at",3.358490349
"1563310_a_at",3.02605827
"1563312_at",3.221091868
"1563315_s_at",7.493230451
"1563316_at",3.910169341
"1563318_s_at",6.229249275
"1563319_at",3.935617891
"1563320_at",4.024955017
"1563321_s_at",4.825163214
"1563324_at",3.67710867
"1563325_at",3.859131037
"1563327_a_at",3.814377842
"1563329_s_at",3.205097307
"1563331_at",3.383589757
"1563332_at",3.113536327
"1563333_at",2.915824594
"1563335_at",3.04566739
"1563339_at",3.385933541
"1563340_at",4.96491972
"1563341_at",3.939529824
"1563344_at",5.417071145
"1563345_at",4.39390835
"1563346_at",3.505642356
"1563348_at",4.473993459
"1563351_at",3.281677685
"1563357_at",4.433205909
"1563360_at",3.248452962
"1563361_at",3.63766463
"1563362_at",4.776591384
"1563364_at",5.045430822
"1563367_at",3.400832651
"1563369_at",4.964669654
"1563370_at",3.432666843
"1563371_at",3.002631267
"1563373_at",3.309869054
"1563376_at",3.443681192
"1563379_at",3.600922065
"1563385_at",3.217642635
"1563386_at",6.464499979
"1563389_at",2.906890596
"1563391_at",3.91129941
"1563392_at",3.244934255
"1563396_x_at",2.766657738
"1563397_at",3.357507159
"1563398_at",4.143527819
"1563404_at",5.967909296
"1563405_at",5.226370101
"1563407_x_at",4.267284409
"1563414_at",3.309869054
"1563420_at",3.455264724
"1563425_at",5.952025616
"1563426_a_at",5.354916945
"1563427_at",3.830998596
"1563431_x_at",6.397368173
"1563445_x_at",6.207528506
"1563450_at",2.987880013
"1563452_at",4.24090299
"1563453_at",4.635967699
"1563454_at",3.357507159
"1563455_at",4.679829467
"1563456_at",2.786098722
"1563458_at",5.168909882
"1563460_at",4.610393848
"1563461_at",2.798850206
"1563462_at",3.550350263
"1563465_at",2.776445525
"1563466_at",4.015683511
"1563467_at",6.331663949
"1563468_at",4.343156554
"1563469_at",4.750771892
"1563471_at",5.470713755
"1563472_at",4.329728374
"1563473_at",6.484342804
"1563474_at",3.805500562
"1563475_s_at",4.505335481
"1563477_at",3.13438979
"1563478_at",4.267363057
"1563480_at",3.993133936
"1563482_at",5.529890348
"1563483_at",3.942824635
"1563484_at",4.676646556
"1563485_at",5.594723154
"1563486_at",2.967320368
"1563487_at",3.301574954
"1563488_at",4.615077155
"1563489_at",4.824721202
"1563494_at",3.505642356
"1563495_at",4.024947896
"1563496_at",3.062510776
"1563497_at",5.038721584
"1563498_s_at",4.245576601
"1563502_at",4.410351781
"1563503_at",2.749042316
"1563505_at",5.447024102
"1563507_at",4.972538266
"1563509_at",5.785981201
"1563511_at",4.778893263
"1563512_at",5.173933622
"1563513_at",4.171776454
"1563519_at",3.118058228
"1563521_at",5.046354852
"1563522_at",3.562409993
"1563523_at",3.411332957
"1563524_a_at",3.005644537
"1563528_at",3.580627772
"1563529_at",5.242828131
"1563531_at",3.410115563
"1563532_at",4.036493259
"1563533_at",3.437612396
"1563536_at",2.955932773
"1563539_at",3.997785934
"1563540_at",3.997747875
"1563541_at",3.262629099
"1563542_a_at",4.327167448
"1563546_at",2.925916202
"1563549_a_at",5.727390509
"1563553_at",3.455103238
"1563557_at",3.309869054
"1563559_at",3.350715943
"1563560_at",4.262109319
"1563561_at",3.005644537
"1563563_at",3.873046759
"1563565_at",4.511629532
"1563568_at",3.67626772
"1563569_at",3.223896791
"1563571_at",4.457858708
"1563572_at",2.921782891
"1563573_at",4.628890967
"1563577_at",6.588729842
"1563581_at",3.113444176
"1563584_at",3.22088287
"1563586_at",3.581385472
"1563587_at",4.358787018
"1563589_at",3.31402906
"1563590_at",4.011912129
"1563591_at",3.525485229
"1563595_at",3.791910621
"1563596_at",4.37103442
"1563597_at",4.739690286
"1563601_at",3.769203622
"1563606_a_at",3.634445941
"1563607_x_at",5.075010209
"1563608_a_at",4.396691301
"1563610_at",3.27751726
"1563611_at",3.675647618
"1563612_at",3.755135448
"1563614_at",3.284645214
"1563620_at",3.005644537
"1563621_at",5.315295858
"1563629_a_at",7.349800461
"1563632_at",5.745764932
"1563635_at",4.725800905
"1563637_at",2.763305187
"1563638_at",4.114209876
"1563639_a_at",7.290882429
"1563641_a_at",5.829879405
"1563643_at",3.217284711
"1563646_a_at",4.982455529
"1563649_at",4.426013826
"1563654_at",4.952151504
"1563655_at",5.08214718
"1563656_at",3.93622211
"1563657_at",5.17951287
"1563658_a_at",4.928523045
"1563659_at",3.634589495
"1563660_at",2.930105618
"1563662_at",3.541221875
"1563668_at",4.451522768
"1563670_at",3.170922987
"1563671_at",3.259273111
"1563673_a_at",3.166686488
"1563674_at",3.993580512
"1563677_at",3.167331748
"1563679_at",3.397584117
"1563680_at",2.860372131
"1563681_at",3.889766666
"1563685_at",3.961377173
"1563687_a_at",4.27686072
"1563690_at",3.286732408
"1563691_at",4.389906698
"1563692_at",3.702840683
"1563693_at",3.333506328
"1563696_at",2.910711084
"1563704_at",3.576468005
"1563706_at",5.050955032
"1563707_at",5.889479984
"1563708_at",4.42284849
"1563709_at",4.949997063
"1563715_at",3.930744486
"1563719_a_at",3.956670424
"1563720_at",3.54843943
"1563721_at",3.24908776
"1563724_at",3.08029196
"1563725_at",2.931672707
"1563728_at",3.305822957
"1563742_at",3.499042997
"1563743_at",3.50456605
"1563744_a_at",5.420641676
"1563745_a_at",4.750771892
"1563750_at",3.488103612
"1563753_at",4.137155135
"1563754_at",2.963857409
"1563770_at",3.243647172
"1563771_a_at",3.303945558
"1563772_a_at",4.964034826
"1563776_at",4.596177068
"1563781_at",7.45764433
"1563783_a_at",5.254487898
"1563787_a_at",2.905916353
"1563792_at",6.886017499
"1563793_at",6.353583754
"1563794_s_at",3.696408608
"1563796_s_at",6.409756432
"1563797_at",3.107142003
"1563800_at",6.731445664
"1563801_at",3.300145684
"1563802_at",5.357548758
"1563805_a_at",5.923799184
"1563808_at",5.879326456
"1563809_a_at",5.456226353
"1563814_at",4.15448547
"1563816_at",4.649271077
"1563821_at",3.537814312
"1563822_at",3.660198639
"1563825_at",3.12841942
"1563827_at",3.114444978
"1563828_at",4.723747527
"1563830_a_at",3.778020055
"1563833_at",3.286800326
"1563834_a_at",3.22238698
"1563839_at",3.682823072
"1563840_at",4.468373835
"1563841_at",4.423210056
"1563842_at",4.846178485
"1563845_at",3.44471291
"1563849_at",3.685045812
"1563853_at",5.403937619
"1563854_s_at",3.789932951
"1563856_at",3.514222636
"1563858_at",2.751601744
"1563860_at",3.683255398
"1563862_at",3.589319575
"1563863_x_at",3.661151173
"1563867_at",5.41214505
"1563868_a_at",4.267002565
"1563872_at",5.567352527
"1563874_at",7.409192605
"1563876_at",3.299685114
"1563878_a_at",5.474324075
"1563881_at",3.146399461
"1563882_a_at",3.101117486
"1563884_at",3.380562555
"1563886_at",3.901137677
"1563887_at",3.845590497
"1563894_at",3.566406559
"1563897_at",3.680784429
"1563898_at",3.914963916
"1563899_at",3.001798875
"1563900_at",3.309869054
"1563902_at",5.541024386
"1563903_x_at",4.790855794
"1563904_at",2.903349533
"1563906_at",3.952123794
"1563907_at",3.747595316
"1563913_at",4.042854598
"1563916_at",4.473408847
"1563919_a_at",6.185571525
"1563920_at",3.712864792
"1563927_a_at",3.112471394
"1563933_a_at",3.673201738
"1563934_at",3.617324718
"1563941_at",3.640042869
"1563943_at",4.688043743
"1563945_at",6.206977386
"1563946_at",6.653470553
"1563947_a_at",4.572696755
"1563949_at",4.403131123
"1563950_at",3.970760067
"1563958_at",3.543387441
"1563961_at",5.349507469
"1563963_at",5.731474427
"1563969_at",4.228610083
"1563970_at",3.555437243
"1563975_at",5.670687652
"1563978_at",3.816701426
"1563983_at",5.225231967
"1563985_at",3.585685373
"1563993_at",3.073786107
"1563997_at",3.923244528
"1564000_at",3.70127076
"1564002_a_at",5.050684755
"1564003_at",3.084299615
"1564004_at",3.336396532
"1564007_at",3.171792268
"1564008_at",4.713211001
"1564010_at",4.864385067
"1564012_at",4.792703562
"1564014_at",3.793986614
"1564015_at",3.048513783
"1564017_at",3.867144273
"1564021_at",5.663568704
"1564022_at",3.11476018
"1564027_a_at",3.506662475
"1564028_s_at",5.598504659
"1564029_at",3.319432087
"1564031_a_at",6.32807145
"1564039_at",4.119501132
"1564040_a_at",3.73806629
"1564044_at",4.717642738
"1564049_at",3.493412592
"1564050_at",4.061748294
"1564051_at",3.660198639
"1564052_at",3.984002985
"1564053_a_at",7.24659616
"1564056_at",3.69674403
"1564060_at",3.588809394
"1564063_a_at",6.11291926
"1564064_a_at",6.272637592
"1564066_at",6.051835643
"1564067_x_at",5.96063747
"1564069_at",5.730618907
"1564070_s_at",3.331062415
"1564072_at",3.752796499
"1564074_at",3.34959937
"1564075_a_at",3.718185253
"1564077_at",4.36640207
"1564078_at",3.227109306
"1564083_at",3.591230752
"1564084_at",4.068250865
"1564093_at",3.640998121
"1564097_at",3.602410182
"1564107_at",3.357507159
"1564109_at",5.411512939
"1564112_at",6.012904649
"1564117_at",5.480074752
"1564121_at",3.792635175
"1564122_at",4.306998717
"1564125_at",3.447376969
"1564128_at",2.89064098
"1564129_a_at",6.500749464
"1564130_x_at",3.183099117
"1564131_a_at",4.245310888
"1564134_at",3.455302175
"1564138_at",4.663022577
"1564139_at",5.401146033
"1564143_at",4.082226846
"1564144_at",3.505642356
"1564148_at",3.635509525
"1564149_at",3.998143043
"1564150_a_at",3.372208536
"1564151_at",3.44892397
"1564152_at",3.357507159
"1564154_at",5.038788894
"1564155_x_at",5.425507844
"1564157_at",4.428845803
"1564158_a_at",3.68069373
"1564160_at",3.061984316
"1564164_at",5.445801208
"1564165_at",5.051431389
"1564166_s_at",3.911327952
"1564168_a_at",4.176618425
"1564169_at",3.014285658
"1564175_at",3.511786559
"1564178_at",4.038209402
"1564190_x_at",3.474844937
"1564192_at",2.863118599
"1564193_at",3.974445525
"1564194_a_at",3.764215408
"1564198_a_at",3.25980041
"1564200_at",3.684656057
"1564202_at",3.971499014
"1564203_at",4.344582905
"1564204_at",4.030316783
"1564207_at",8.530449101
"1564208_x_at",7.064678701
"1564209_at",3.671940607
"1564211_at",5.258316074
"1564212_at",2.969531203
"1564215_at",3.809326037
"1564220_a_at",3.046226314
"1564224_x_at",5.483484398
"1564227_at",4.528710154
"1564229_at",4.733988863
"1564231_at",4.293646719
"1564232_at",4.345140642
"1564233_at",4.24224197
"1564235_at",3.262629099
"1564236_at",4.48557974
"1564237_at",4.802761357
"1564238_a_at",3.400879769
"1564240_at",4.48557974
"1564241_at",3.256638615
"1564242_at",5.549608585
"1564244_a_at",3.096411907
"1564248_at",6.251487959
"1564250_at",2.835543447
"1564251_at",4.229066051
"1564253_at",3.405875487
"1564254_at",5.496241848
"1564257_at",4.129146726
"1564259_at",4.199593253
"1564262_at",3.430311239
"1564263_at",4.558869235
"1564264_at",5.487321636
"1564272_a_at",3.098239209
"1564273_at",3.132292454
"1564274_at",4.788604571
"1564276_at",3.636624796
"1564277_a_at",6.664507119
"1564280_x_at",2.953191639
"1564281_at",6.761734789
"1564282_a_at",3.228626796
"1564285_at",3.086944263
"1564287_at",4.483943873
"1564291_at",3.503081735
"1564292_at",2.8124778
"1564294_at",2.927601323
"1564295_at",3.454958094
"1564299_at",3.288231315
"1564300_at",3.783071793
"1564301_a_at",3.607945035
"1564306_at",3.270075265
"1564307_a_at",3.427455462
"1564308_a_at",5.535130524
"1564309_at",3.389631611
"1564310_a_at",3.641536939
"1564314_at",5.170412553
"1564315_at",3.014915992
"1564317_at",4.380387094
"1564318_at",3.631489747
"1564319_at",5.244644729
"1564323_at",2.909284112
"1564327_at",3.523164687
"1564331_at",3.096862587
"1564333_a_at",5.479705542
"1564334_at",4.611507983
"1564336_at",5.142972381
"1564337_at",3.488899385
"1564338_at",4.131212697
"1564339_a_at",4.849949884
"1564344_at",3.603244758
"1564351_at",2.931539413
"1564352_at",4.087761502
"1564356_at",3.20426654
"1564357_at",3.254527835
"1564358_at",5.633499321
"1564359_a_at",3.0028853
"1564360_a_at",3.111084421
"1564362_x_at",6.58072229
"1564367_at",4.344646889
"1564368_a_at",3.086944263
"1564369_at",4.54169891
"1564371_a_at",3.107395902
"1564372_s_at",3.999790273
"1564373_a_at",4.092808815
"1564377_at",4.89019966
"1564378_a_at",3.579767897
"1564379_at",4.162690951
"1564381_s_at",5.508630575
"1564383_s_at",4.038229416
"1564385_at",4.767018478
"1564386_at",4.128890974
"1564387_at",3.118327379
"1564389_at",3.086944263
"1564391_at",5.024907404
"1564392_at",3.354123988
"1564399_a_at",5.806008484
"1564400_at",4.486271999
"1564401_at",3.884950575
"1564402_at",3.820774918
"1564403_at",4.90486851
"1564405_at",2.89348829
"1564407_a_at",4.627749803
"1564413_at",5.470985657
"1564414_a_at",3.662169497
"1564421_at",4.353619577
"1564423_a_at",4.435461737
"1564424_at",7.089386378
"1564426_x_at",4.586023871
"1564429_at",5.566650437
"1564430_at",3.505642356
"1564431_a_at",5.409274549
"1564435_a_at",5.487516088
"1564438_at",3.68781662
"1564439_a_at",5.577198924
"1564443_at",3.85710514
"1564444_at",4.445656107
"1564446_at",3.824120625
"1564449_at",5.114682582
"1564451_at",4.479610322
"1564459_at",3.811845921
"1564460_at",4.849363116
"1564463_at",4.512394909
"1564466_at",2.892603177
"1564467_at",5.307848729
"1564468_at",3.112708314
"1564469_at",2.802035363
"1564471_at",3.517420041
"1564472_at",3.660198639
"1564473_at",3.406234059
"1564474_at",4.035317983
"1564475_s_at",4.839940589
"1564479_a_at",7.21961736
"1564482_at",4.586359987
"1564485_at",3.403898273
"1564490_at",4.907077753
"1564491_at",2.974892026
"1564494_s_at",8.617109238
"1564498_at",6.545177392
"1564499_at",3.026443118
"1564504_at",3.367956037
"1564510_at",3.454662606
"1564511_a_at",3.723958035
"1564514_at",3.405938286
"1564520_s_at",7.872888184
"1564521_x_at",7.658323661
"1564525_at",5.54616495
"1564533_at",3.075599004
"1564536_at",3.469556896
"1564537_a_at",3.7119785
"1564539_at",3.773614829
"1564544_x_at",4.898734764
"1564545_a_at",3.951839147
"1564547_x_at",3.15097208
"1564548_at",4.356660572
"1564552_at",4.040638985
"1564559_at",4.755312715
"1564561_at",3.346730122
"1564567_at",3.21481889
"1564568_at",4.670685752
"1564573_at",5.868918439
"1564580_at",3.101836092
"1564584_at",3.959773476
"1564590_a_at",3.254312346
"1564591_a_at",3.989813053
"1564595_at",3.217284711
"1564598_a_at",4.335967688
"1564600_a_at",5.223960127
"1564601_at",3.510788461
"1564603_at",6.051494072
"1564610_at",3.312949237
"1564620_at",4.596177068
"1564621_a_at",3.545256718
"1564626_at",3.854302411
"1564627_at",3.397976757
"1564628_at",3.058293241
"1564630_at",4.321347327
"1564631_at",2.830803903
"1564632_at",3.357507159
"1564635_a_at",3.163035603
"1564637_a_at",6.487574748
"1564639_at",4.868654956
"1564640_at",3.309127496
"1564642_at",3.164449806
"1564651_at",3.68601096
"1564653_s_at",4.963252231
"1564654_at",3.405875487
"1564656_at",3.121113983
"1564658_at",6.926551049
"1564660_at",4.912397215
"1564662_at",3.075038483
"1564665_at",3.836846494
"1564670_at",3.533097934
"1564672_at",2.844295681
"1564674_a_at",4.284503781
"1564676_a_at",3.452492437
"1564679_at",5.087217251
"1564683_at",4.114042298
"1564684_at",3.433923036
"1564685_a_at",3.157959748
"1564688_a_at",3.100597191
"1564690_at",3.025044288
"1564691_at",3.28594964
"1564697_a_at",5.480181072
"1564699_at",4.329793291
"1564701_at",4.213636951
"1564705_at",2.850556389
"1564706_s_at",4.128006319
"1564707_x_at",3.517801246
"1564709_at",4.635814878
"1564713_a_at",6.042467279
"1564718_at",3.138448076
"1564721_at",3.452224698
"1564729_at",4.634919315
"1564733_at",4.723572114
"1564736_a_at",3.539541292
"1564744_at",3.339443432
"1564746_at",4.14201274
"1564749_at",4.040598398
"1564753_at",3.947710744
"1564757_a_at",6.091318238
"1564758_at",3.181888023
"1564760_at",3.509643022
"1564763_at",4.437110427
"1564765_at",3.878849959
"1564767_at",3.134343144
"1564772_at",3.064960323
"1564773_x_at",4.635011615
"1564776_at",3.407030574
"1564777_at",2.952702595
"1564778_at",4.497857824
"1564783_x_at",4.906066422
"1564784_at",5.002239698
"1564785_at",4.699707159
"1564786_at",4.157142353
"1564787_at",4.633403119
"1564789_at",4.071646325
"1564790_at",3.489498785
"1564794_at",3.404403765
"1564795_at",3.067561253
"1564796_at",4.054879491
"1564798_at",5.094606172
"1564802_at",3.936887404
"1564803_at",4.381868795
"1564805_a_at",3.440229133
"1564807_at",3.405875487
"1564813_at",3.039993347
"1564816_at",5.696113901
"1564819_at",3.235331849
"1564820_at",3.346957465
"1564821_at",4.193410547
"1564822_at",3.999606436
"1564823_at",4.751180076
"1564828_at",3.703750965
"1564836_at",3.764215408
"1564837_at",3.637931904
"1564838_a_at",3.353733301
"1564840_at",3.428483002
"1564841_at",3.196891008
"1564851_at",3.693025026
"1564854_at",4.326548102
"1564855_at",3.309607662
"1564856_s_at",3.37770261
"1564868_a_at",4.067009275
"1564872_at",3.694310183
"1564876_s_at",5.39558052
"1564878_at",3.5016199
"1564881_at",3.873046759
"1564882_at",3.462785939
"1564883_a_at",4.468163102
"1564886_at",5.015692596
"1564887_at",5.223862503
"1564897_at",5.23951858
"1564905_at",3.996269268
"1564906_at",3.224090633
"1564907_s_at",5.859298062
"1564909_at",3.1535065
"1564911_at",3.019392865
"1564921_at",4.982920459
"1564931_at",4.000957391
"1564932_at",2.826216451
"1564933_at",5.755993178
"1564936_at",3.310740435
"1564937_at",2.987699278
"1564940_at",3.713995713
